date,price
5/12/2011,107.1
5/13/2011,108.9
5/16/2011,107.7
5/17/2011,106.6
5/18/2011,107.4
5/19/2011,107.8
5/20/2011,107.4
5/23/2011,105.4
5/24/2011,107.3
5/25/2011,107.9
5/26/2011,109.8
5/27/2011,110.2
5/30/2011,109.5
5/31/2011,111.2
6/1/2011,111.4
6/2/2011,109.9
6/3/2011,110.4
6/6/2011,110
6/7/2011,110.6
6/8/2011,111.9
6/9/2011,113.4
6/10/2011,113.4
6/13/2011,113.3
6/14/2011,113.5
6/15/2011,112.6
6/16/2011,109.5
6/17/2011,107.5
6/20/2011,107.4
6/21/2011,107.8
6/22/2011,107.9
6/23/2011,106
6/24/2011,102.9
6/27/2011,101.5
6/28/2011,103.5
6/29/2011,106.1
6/30/2011,107.5
7/1/2011,106.4
7/4/2011,106.8
7/5/2011,107.1
7/6/2011,108.2
7/7/2011,110.7
7/8/2011,112.6
7/11/2011,111.3
7/12/2011,111
7/13/2011,113.2
7/14/2011,112.7
7/15/2011,112.2
7/18/2011,112.3
7/19/2011,112.6
7/20/2011,113.5
7/21/2011,113.2
7/22/2011,113.6
7/25/2011,113.3
7/26/2011,113.6
7/27/2011,113.4
7/28/2011,113.3
7/29/2011,112.1
8/1/2011,113.5
8/2/2011,111.8
8/3/2011,110.5
8/4/2011,107.4
8/5/2011,103.3
8/8/2011,102.3
8/9/2011,101.5
8/10/2011,101.2
8/11/2011,103.2
8/12/2011,103.8
8/15/2011,104.7
8/16/2011,105.4
8/17/2011,106.8
8/18/2011,105.4
8/19/2011,103.3
8/22/2011,103.8
8/23/2011,105.9
8/24/2011,106.5
8/25/2011,107.6
8/26/2011,107.5
8/29/2011,108.3
8/30/2011,109.4
8/31/2011,111.4
9/1/2011,111.2
9/2/2011,110.3
9/5/2011,108.4
9/6/2011,108.3
9/7/2011,111.3
9/8/2011,112.1
9/9/2011,110.4
9/12/2011,107.8
9/13/2011,108.4
9/14/2011,107.9
9/15/2011,109.5
9/16/2011,110.6
9/19/2011,108.6
9/20/2011,108.2
9/21/2011,108.9
9/22/2011,105.1
9/23/2011,104.3
9/26/2011,101.8
9/27/2011,104.5
9/28/2011,104.3
9/29/2011,103.1
9/30/2011,101.5
10/3/2011,99.71
10/4/2011,98.59
10/5/2011,99.9
10/6/2011,101.6
10/7/2011,103.2
10/10/2011,104.6
10/11/2011,105.6
10/12/2011,107.6
10/13/2011,107
10/14/2011,109
10/17/2011,110.1
10/18/2011,107.9
10/19/2011,108.6
10/20/2011,107.1
10/21/2011,108.3
10/24/2011,109.1
10/25/2011,109.4
10/26/2011,108.8
10/27/2011,109
10/28/2011,109.1
10/31/2011,107.1
11/1/2011,106.3
11/2/2011,108.6
11/3/2011,107.9
11/4/2011,109.9
11/7/2011,111
11/8/2011,113.7
11/9/2011,113.1
11/10/2011,111.6
11/11/2011,113
11/14/2011,112.6
11/15/2011,112.1
11/16/2011,112.2
11/17/2011,110.8
11/18/2011,109.1
11/21/2011,107.7
11/22/2011,108.3
11/23/2011,108.3
11/24/2011,108.1
11/25/2011,107.7
11/28/2011,108.7
11/29/2011,109.7
11/30/2011,110.3
12/1/2011,109.3
12/2/2011,109.6
12/5/2011,110.3
12/6/2011,109.4
12/7/2011,110
12/8/2011,108.9
12/9/2011,107.4
12/12/2011,107.3
12/13/2011,107.6
12/14/2011,106.8
12/15/2011,104.6
12/16/2011,103.5
12/19/2011,102.9
12/20/2011,105
12/21/2011,106.9
12/22/2011,107.4
12/23/2011,107.6
12/27/2011,107.7
12/28/2011,107.5
12/29/2011,106.7
12/30/2011,106.8
1/3/2012,109.4
1/4/2012,111.7
1/5/2012,113
1/6/2012,112.2
1/9/2012,112.5
1/10/2012,112.9
1/11/2012,112.9
1/12/2012,112.9
1/13/2012,111.7
1/16/2012,111.7
1/17/2012,112.2
1/18/2012,111.7
1/19/2012,111.5
1/20/2012,111.3
1/23/2012,111.7
1/24/2012,111.4
1/25/2012,110.7
1/26/2012,111.2
1/27/2012,111.3
1/30/2012,111.1
1/31/2012,111.2
2/1/2012,110.6
2/2/2012,110.8
2/3/2012,111.2
2/6/2012,113.3
2/7/2012,114.6
2/8/2012,115.1
2/9/2012,116.2
2/10/2012,116.4
2/13/2012,117.1
2/14/2012,116.6
2/15/2012,117.9
2/16/2012,118.1
2/17/2012,118.5
2/20/2012,119.1
2/21/2012,119.1
2/22/2012,120.8
2/23/2012,121.6
2/24/2012,122.8
2/27/2012,123.2
2/28/2012,122.1
2/29/2012,120.7
3/1/2012,122.1
3/2/2012,123.1
3/5/2012,122.3
3/6/2012,122
3/7/2012,121.8
3/8/2012,124.1
3/9/2012,124.1
3/12/2012,123.9
3/13/2012,124.6
3/14/2012,124.3
3/15/2012,123
3/16/2012,122.9
3/19/2012,124.1
3/20/2012,123
3/21/2012,122.9
3/22/2012,121.8
3/23/2012,122.8
3/26/2012,123.5
3/27/2012,123.5
3/28/2012,122.2
3/29/2012,121.6
3/30/2012,120.8
4/2/2012,121.6
4/3/2012,122.9
4/4/2012,121.9
4/5/2012,121.1
4/9/2012,120.4
4/10/2012,119.3
4/11/2012,117.8
4/12/2012,118.7
4/13/2012,119.1
4/16/2012,116.9
4/17/2012,116.2
4/18/2012,115.7
4/19/2012,116.2
4/20/2012,116.4
4/23/2012,115.5
4/24/2012,115.8
4/25/2012,116
4/26/2012,117.1
4/27/2012,117.2
4/30/2012,117.2
5/1/2012,117
5/2/2012,116.6
5/3/2012,115.3
5/4/2012,112.2
5/7/2012,110.1
5/8/2012,109.5
5/9/2012,109.8
5/10/2012,110
5/11/2012,109.2
5/14/2012,108.1
5/15/2012,108.7
5/16/2012,108.1
5/17/2012,107.1
5/18/2012,105.1
5/21/2012,105.9
5/22/2012,106.1
5/23/2012,104.1
5/24/2012,103.4
5/25/2012,104.5
5/28/2012,105
5/29/2012,105.1
5/30/2012,102.7
5/31/2012,101
6/1/2012,97.44
6/4/2012,95.48
6/5/2012,96.19
6/6/2012,97.89
6/7/2012,97.7
6/8/2012,95.87
6/11/2012,97.34
6/12/2012,94.99
6/13/2012,95.56
6/14/2012,95.22
6/15/2012,96.02
6/18/2012,95.03
6/19/2012,93.73
6/20/2012,93.08
6/21/2012,89.48
6/22/2012,88.74
6/25/2012,88.92
6/26/2012,90.13
6/27/2012,90.91
6/28/2012,90.92
6/29/2012,92.99
7/2/2012,94.07
7/3/2012,96.44
7/4/2012,97.3
7/5/2012,98.34
7/6/2012,96.84
7/9/2012,96.83
7/10/2012,96.33
7/11/2012,96.74
7/12/2012,97.32
7/13/2012,99.1
7/16/2012,99.93
7/17/2012,101.2
7/18/2012,101.7
7/19/2012,103.7
7/20/2012,103.7
7/23/2012,100
7/24/2012,100.5
7/25/2012,100.2
7/26/2012,101.4
7/27/2012,102.9
7/30/2012,102.9
7/31/2012,102.2
8/1/2012,102.5
8/2/2012,103
8/3/2012,104.4
8/6/2012,105.6
8/7/2012,107.5
8/8/2012,108.3
8/9/2012,108.3
8/10/2012,109.1
8/13/2012,109.6
8/14/2012,110.1
8/15/2012,110.6
8/16/2012,112.1
8/17/2012,111.5
8/20/2012,111.4
8/21/2012,112.2
8/22/2012,112.2
8/23/2012,113.5
8/24/2012,112.1
8/27/2012,112
8/28/2012,110.2
8/29/2012,109.9
8/30/2012,110.6
8/31/2012,111.1
9/3/2012,112.1
9/4/2012,112.8
9/5/2012,111.2
9/6/2012,111.7
9/7/2012,111.5
9/10/2012,112.3
9/11/2012,112.6
9/12/2012,113.3
9/13/2012,113.4
9/14/2012,114.8
9/17/2012,113.7
9/18/2012,110.9
9/19/2012,108.4
9/20/2012,105.8
9/21/2012,108.1
9/24/2012,107.4
9/25/2012,107.9
9/26/2012,106.8
9/27/2012,108.2
9/28/2012,109.6
10/1/2012,109.2
10/2/2012,109.3
10/3/2012,107
10/4/2012,106.9
10/5/2012,108.7
10/8/2012,107.9
10/9/2012,109.4
10/10/2012,110.9
10/11/2012,111.3
10/12/2012,111
10/15/2012,110.7
10/16/2012,111
10/17/2012,110.2
10/18/2012,109.7
10/19/2012,108.9
10/22/2012,107.1
10/23/2012,105.9
10/24/2012,105.6
10/25/2012,105.8
10/26/2012,106.3
10/29/2012,105.9
10/30/2012,106.1
10/31/2012,106.1
11/1/2012,106.2
11/2/2012,105
11/5/2012,103.4
11/6/2012,105.7
11/7/2012,106.8
11/8/2012,104.5
11/9/2012,105.2
11/12/2012,106.5
11/13/2012,105.9
11/14/2012,106.2
11/15/2012,107.2
11/16/2012,107
11/19/2012,108.7
11/20/2012,108.3
11/21/2012,107.8
11/22/2012,107.9
11/23/2012,108
11/26/2012,108.4
11/27/2012,108
11/28/2012,106.9
11/29/2012,107.4
11/30/2012,108.5
12/3/2012,108.4
12/4/2012,107.6
12/5/2012,107.2
12/6/2012,105.6
12/7/2012,104.7
12/10/2012,105
12/11/2012,104.8
12/12/2012,105.8
12/13/2012,106
12/14/2012,105.7
12/17/2012,106
12/18/2012,106.3
12/19/2012,107.1
12/20/2012,107.2
12/21/2012,106.6
12/24/2012,105.9
12/26/2012,106.9
12/27/2012,108
12/28/2012,107.8
12/31/2012,107.7
1/2/2013,108.9
1/3/2013,109.1
1/4/2013,108.6
1/7/2013,108.1
1/8/2013,108.7
1/9/2013,109
1/10/2013,109.3
1/11/2013,108.2
1/14/2013,108
1/15/2013,108.3
1/16/2013,107.7
1/17/2013,108
1/18/2013,108.9
1/21/2013,109.3
1/22/2013,109.4
1/23/2013,109.7
1/24/2013,109.8
1/25/2013,110.2
1/28/2013,110.1
1/29/2013,110.5
1/30/2013,111.4
1/31/2013,112.3
2/1/2013,112.6
2/4/2013,112.9
2/5/2013,112.6
2/6/2013,113.1
2/7/2013,113.6
2/8/2013,114.4
2/11/2013,114.3
2/12/2013,114.3
2/13/2013,114.9
2/14/2013,114.6
2/15/2013,114.2
2/18/2013,114.1
2/19/2013,113.6
2/20/2013,113.2
2/21/2013,111.2
2/22/2013,110.9
2/25/2013,111.2
2/26/2013,110.1
2/27/2013,109.6
2/28/2013,108.6
3/1/2013,106.7
3/4/2013,106.1
3/5/2013,106.9
3/6/2013,107.6
3/7/2013,107.3
3/8/2013,107
3/11/2013,106.9
3/12/2013,106.5
3/13/2013,106
3/14/2013,105.8
3/15/2013,106.6
3/18/2013,106.3
3/19/2013,106.5
3/20/2013,105.8
3/21/2013,105.6
3/22/2013,105.1
3/25/2013,105.4
3/26/2013,105.8
3/27/2013,106.7
3/28/2013,107.2
4/1/2013,106.9
4/2/2013,108.1
4/3/2013,106.8
4/4/2013,104.2
4/5/2013,103.1
4/8/2013,102.3
4/9/2013,102.7
4/10/2013,103.2
4/11/2013,102.4
4/12/2013,100.6
4/15/2013,98.56
4/16/2013,97.15
4/17/2013,96.71
4/18/2013,96.35
4/19/2013,97.4
4/22/2013,97.75
4/23/2013,97.52
4/24/2013,98.96
4/25/2013,99.89
4/26/2013,100.7
4/29/2013,100.9
4/30/2013,100.6
5/1/2013,99.97
5/2/2013,98.97
5/3/2013,101.4
5/6/2013,102.6
5/7/2013,102.7
5/8/2013,102.1
5/9/2013,101.6
5/10/2013,101
5/13/2013,100.4
5/14/2013,100.2
5/15/2013,99.66
5/16/2013,100.8
5/17/2013,101.4
5/20/2013,101.9
5/21/2013,101.3
5/22/2013,100.3
5/23/2013,99.03
5/24/2013,99.15
5/27/2013,99.56
5/28/2013,101.1
5/29/2013,100.5
5/30/2013,99.77
5/31/2013,98.78
6/3/2013,98.88
6/4/2013,99.87
6/5/2013,101
6/6/2013,100.9
6/7/2013,101.6
6/10/2013,101.3
6/11/2013,100.7
6/12/2013,100.8
6/13/2013,101.2
6/14/2013,103.3
6/17/2013,103.8
6/18/2013,103.1
6/19/2013,103.7
6/20/2013,101.4
6/21/2013,99.82
6/24/2013,98.33
6/25/2013,99.79
6/26/2013,99.39
6/27/2013,100.3
6/28/2013,100.7
7/1/2013,100.1
7/2/2013,100.6
7/3/2013,102.2
7/4/2013,102.3
7/5/2013,103.2
7/8/2013,103.9
7/9/2013,104
7/10/2013,104.6
7/11/2013,104.8
7/12/2013,104.8
7/15/2013,105.3
7/16/2013,105.3
7/17/2013,105.2
7/18/2013,106.1
7/19/2013,106.4
7/22/2013,106.1
7/23/2013,105.9
7/24/2013,105.4
7/25/2013,105.2
7/26/2013,105.1
7/29/2013,105.2
7/30/2013,104.9
7/31/2013,104.9
8/1/2013,106.1
8/2/2013,106.6
8/5/2013,106.4
8/6/2013,105.5
8/7/2013,104.8
8/8/2013,104.4
8/9/2013,104.9
8/12/2013,105.2
8/13/2013,106.7
8/14/2013,106.6
8/15/2013,107.9
8/16/2013,107.8
8/19/2013,107.8
8/20/2013,107
8/21/2013,106.9
8/22/2013,107.5
8/23/2013,108.2
8/26/2013,108.3
8/27/2013,109.2
8/28/2013,112.2
8/29/2013,112.8
8/30/2013,111.5
9/2/2013,110.3
9/3/2013,111.2
9/4/2013,111.5
9/5/2013,111.4
9/6/2013,112.1
9/9/2013,111.3
9/10/2013,109.2
9/11/2013,109.4
9/12/2013,109.8
9/13/2013,109.8
9/16/2013,109
9/17/2013,107.6
9/18/2013,107.2
9/19/2013,108.4
9/20/2013,107.3
9/23/2013,106.5
9/24/2013,105.8
9/25/2013,106.5
9/26/2013,106.3
9/27/2013,106.4
9/30/2013,105.6
10/1/2013,105.4
10/2/2013,106
10/3/2013,106.7
10/4/2013,106.9
10/7/2013,106.4
10/8/2013,107.3
10/9/2013,106.9
10/10/2013,107.6
10/11/2013,108.1
10/14/2013,108
10/15/2013,107.6
10/16/2013,107.1
10/17/2013,107
10/18/2013,106.5
10/21/2013,106.7
10/22/2013,106.7
10/23/2013,106.3
10/24/2013,105.5
10/25/2013,104.9
10/28/2013,105.7
10/29/2013,106.3
10/30/2013,106.3
10/31/2013,106.7
11/1/2013,105.5
11/4/2013,104.2
11/5/2013,103.8
11/6/2013,103.8
11/7/2013,102.6
11/8/2013,102.1
11/11/2013,103.3
11/12/2013,103.6
11/13/2013,103.5
11/14/2013,104.6
11/15/2013,105.2
11/18/2013,105
11/19/2013,105
11/20/2013,104.5
11/21/2013,105.4
11/22/2013,106.7
11/25/2013,106
11/26/2013,107.3
11/27/2013,107.1
11/28/2013,107.3
11/29/2013,107
12/2/2013,106.7
12/3/2013,108
12/4/2013,108.9
12/5/2013,108.2
12/6/2013,108
12/9/2013,107.7
12/10/2013,106.8
12/11/2013,106.8
12/12/2013,106.9
12/13/2013,105.9
12/16/2013,106.9
12/17/2013,106.5
12/18/2013,106.7
12/19/2013,107.4
12/20/2013,108.1
12/23/2013,108.7
12/24/2013,108.7
12/27/2013,109.3
12/30/2013,108.5
12/31/2013,107.9
1/2/2014,106.8
1/3/2014,104.9
1/6/2014,104.3
1/7/2014,104.5
1/8/2014,104.4
1/9/2014,104.2
1/10/2014,104
1/13/2014,103.9
1/14/2014,103.9
1/15/2014,104.2
1/16/2014,104.3
1/17/2014,103.9
1/20/2014,104.1
1/21/2014,105.2
1/22/2014,105.6
1/23/2014,106.1
1/24/2014,105
1/27/2014,104.6
1/28/2014,104.6
1/29/2014,104.5
1/30/2014,105
1/31/2014,104.4
2/3/2014,102.5
2/4/2014,102.5
2/5/2014,102.6
2/6/2014,103.3
2/7/2014,104.4
2/10/2014,105.5
2/11/2014,105.3
2/12/2014,105.4
2/13/2014,105.2
2/14/2014,105.5
2/17/2014,106.1
2/18/2014,106.5
2/19/2014,107.1
2/20/2014,106.7
2/21/2014,106.6
2/24/2014,106.7
2/25/2014,106.5
2/26/2014,106.4
2/27/2014,106.1
2/28/2014,105.9
3/3/2014,107.8
3/4/2014,106.3
3/5/2014,105.2
3/6/2014,104.3
3/7/2014,104.9
3/10/2014,104.4
3/11/2014,104.3
3/12/2014,103.7
3/13/2014,103.7
3/14/2014,103.8
3/17/2014,103.8
3/18/2014,103.2
3/19/2014,103.1
3/20/2014,102.3
3/21/2014,103.3
3/24/2014,103.1
3/25/2014,103.3
3/26/2014,103.6
3/27/2014,103.7
3/28/2014,104.2
3/31/2014,104
4/1/2014,103.2
4/2/2014,101.7
4/3/2014,101.5
4/4/2014,103.1
4/7/2014,102.1
4/8/2014,103.1
4/9/2014,104.2
4/10/2014,104.3
4/11/2014,104
4/14/2014,104.8
4/15/2014,105.2
4/16/2014,106
4/17/2014,105.5
4/21/2014,105.3
4/22/2014,105.1
4/23/2014,104.9
4/24/2014,105.2
4/25/2014,105.3
4/28/2014,105.4
4/29/2014,104.9
4/30/2014,103.9
5/1/2014,103.7
5/2/2014,104.2
5/5/2014,104.3
5/6/2014,103.6
5/7/2014,103.6
5/8/2014,103.9
5/9/2014,104.4
5/12/2014,104.2
5/13/2014,104.5
5/14/2014,105.6
5/15/2014,105.6
5/16/2014,105.9
5/19/2014,106.4
5/20/2014,106.1
5/21/2014,106.8
5/22/2014,107
5/23/2014,106.9
5/26/2014,106.7
5/27/2014,106.7
5/28/2014,106.3
5/29/2014,106.4
5/30/2014,105.9
6/2/2014,105.6
6/3/2014,105.1
6/4/2014,105.5
6/5/2014,104.7
6/6/2014,105.3
6/9/2014,105.7
6/10/2014,105.8
6/11/2014,106
6/12/2014,107.4
6/13/2014,109.3
6/16/2014,109
6/17/2014,108.8
6/18/2014,109.6
6/19/2014,110.2
6/20/2014,110.4
6/23/2014,110.3
6/24/2014,109.6
6/25/2014,109.6
6/26/2014,109.3
6/27/2014,109.1
6/30/2014,108.5
7/1/2014,108.6
7/2/2014,108.3
7/3/2014,107.1
7/4/2014,107.3
7/7/2014,106.8
7/8/2014,106.2
7/9/2014,105.4
7/10/2014,105.1
7/11/2014,104.8
7/14/2014,104.1
7/15/2014,103.6
7/16/2014,104.4
7/17/2014,105
7/18/2014,105.5
7/21/2014,105
7/22/2014,105.7
7/23/2014,105.3
7/24/2014,105.2
7/25/2014,105.3
7/28/2014,105.1
7/29/2014,105.4
7/30/2014,105.2
7/31/2014,103.6
8/1/2014,102.8
8/4/2014,102.5
8/5/2014,102.2
8/6/2014,102
8/7/2014,102.2
8/8/2014,103.1
8/11/2014,102.2
8/12/2014,101.6
8/13/2014,100.8
8/14/2014,100.9
8/15/2014,99.94
8/18/2014,99.42
8/19/2014,98.93
8/20/2014,99.52
8/21/2014,99.03
8/22/2014,99.19
8/25/2014,99.09
8/26/2014,99.82
8/27/2014,100
8/28/2014,99.97
8/29/2014,99.99
9/1/2014,100.1
9/2/2014,98.95
9/3/2014,98.66
9/4/2014,99.15
9/5/2014,98.38
9/8/2014,97
9/9/2014,96.99
9/10/2014,95.93
9/11/2014,95.35
9/12/2014,95.68
9/15/2014,94.68
9/16/2014,95.3
9/17/2014,95.84
9/18/2014,95.19
9/19/2014,94.44
9/22/2014,94.37
9/23/2014,94.31
9/24/2014,94.18
9/25/2014,94.25
9/26/2014,94.13
9/29/2014,94.54
9/30/2014,94.17
10/1/2014,92.19
10/2/2014,90.4
10/3/2014,90.33
10/6/2014,90.4
10/7/2014,89.37
10/8/2014,88.32
10/9/2014,88.27
10/10/2014,86.43
10/13/2014,85.93
10/14/2014,85.14
10/15/2014,81.89
10/16/2014,81.17
10/17/2014,83.19
10/20/2014,82.37
10/21/2014,82.09
10/22/2014,81.94
10/23/2014,81.67
10/24/2014,82.48
10/27/2014,82.37
10/28/2014,82.44
10/29/2014,83.24
10/30/2014,82.79
10/31/2014,81.97
11/3/2014,80.64
11/4/2014,78.67
11/5/2014,78.11
11/6/2014,78.27
11/7/2014,78.67
11/10/2014,78.98
11/11/2014,77.27
11/12/2014,76.96
11/13/2014,75.15
11/14/2014,73.47
11/17/2014,73.9
11/18/2014,74.36
11/19/2014,74.05
11/20/2014,74.03
11/21/2014,75.42
11/24/2014,75.7
11/25/2014,74.28
11/26/2014,73.7
11/27/2014,70.8
11/28/2014,68.89
12/1/2014,66.44
12/2/2014,68.13
12/3/2014,67.31
12/4/2014,66.27
12/5/2014,65.32
12/8/2014,63.78
12/9/2014,62.33
12/10/2014,61.35
12/11/2014,60.5
12/12/2014,58.65
12/15/2014,57.92
12/16/2014,55.91
12/17/2014,55.64
12/18/2014,56.3
12/19/2014,55.52
12/22/2014,56.9
12/23/2014,55.59
12/24/2014,56.03
12/29/2014,54.44
12/30/2014,52.39
12/31/2014,52
1/2/2015,51.78
1/5/2015,48.87
1/6/2015,46.57
1/7/2015,44.79
1/8/2015,45.68
1/9/2015,45.19
1/12/2015,43.55
1/13/2015,41.5
1/14/2015,41.65
1/15/2015,43.14
1/16/2015,43.4
1/19/2015,43.87
1/20/2015,43.04
1/21/2015,43.25
1/22/2015,43.05
1/23/2015,43.69
1/26/2015,42.9
1/27/2015,43.24
1/28/2015,44.08
1/29/2015,43.88
1/30/2015,44.83
2/2/2015,48.19
2/3/2015,51.77
2/4/2015,52.22
2/5/2015,50.81
2/6/2015,53.36
2/9/2015,53.58
2/10/2015,53.14
2/11/2015,52.21
2/12/2015,52.86
2/13/2015,55.97
2/16/2015,56.43
2/17/2015,56.69
2/18/2015,56.83
2/19/2015,56.29
2/20/2015,56.55
2/23/2015,54.09
2/24/2015,53.54
2/25/2015,53.81
2/26/2015,56.07
2/27/2015,56.83
3/2/2015,56.74
3/3/2015,55.94
3/4/2015,55.82
3/5/2015,55.77
3/6/2015,55.63
3/9/2015,54.53
3/10/2015,53.03
3/11/2015,52.25
3/12/2015,53.16
3/13/2015,51.66
3/16/2015,49.46
3/17/2015,48.76
3/18/2015,49.17
3/19/2015,50.17
3/20/2015,49.93
3/23/2015,50.3
3/24/2015,50.92
3/25/2015,50.83
3/26/2015,54.55
3/27/2015,52.93
3/30/2015,51.45
3/31/2015,51.06
4/1/2015,52.48
4/2/2015,52.93
4/6/2015,53.2
4/7/2015,54.61
4/8/2015,54.28
4/9/2015,53.52
4/10/2015,54.04
4/13/2015,55.86
4/14/2015,55.91
4/15/2015,57.01
4/16/2015,58.88
4/17/2015,59.52
4/20/2015,59.5
4/21/2015,58.84
4/22/2015,58.09
4/23/2015,59.14
4/24/2015,60.95
4/27/2015,61.06
4/28/2015,60.41
4/29/2015,60.92
4/30/2015,62.21
5/1/2015,62.23
5/4/2015,62.85
5/5/2015,63.62
5/6/2015,64.96
5/7/2015,63.98
5/8/2015,62.44
5/11/2015,62.03
5/12/2015,62.49
5/13/2015,63.77
5/14/2015,63.13
5/15/2015,62.74
5/18/2015,62.98
5/19/2015,61.11
5/20/2015,60.91
5/21/2015,61.86
5/22/2015,62.03
5/25/2015,61.18
5/26/2015,60.73
5/27/2015,60.43
5/28/2015,59.33
5/29/2015,60.47
6/1/2015,60.46
6/2/2015,62.26
6/3/2015,61.49
6/4/2015,59.61
6/5/2015,58.61
6/8/2015,59.42
6/9/2015,60.27
6/10/2015,62.41
6/11/2015,62.14
6/12/2015,61.17
6/15/2015,60.17
6/16/2015,60.08
6/17/2015,60.27
6/18/2015,60.56
6/19/2015,59.98
6/22/2015,59.36
6/23/2015,59.96
6/24/2015,60.68
6/25/2015,59.58
6/26/2015,59.14
6/29/2015,58.24
6/30/2015,58.79
7/1/2015,59.81
7/2/2015,59.31
7/3/2015,58.35
7/6/2015,55.79
7/7/2015,54.25
7/8/2015,53.78
7/9/2015,55.54
7/10/2015,55.99
7/13/2015,55.23
7/14/2015,54.55
7/15/2015,54.94
7/16/2015,54.23
7/17/2015,53.99
7/20/2015,53.79
